Ethiopia,Tesfaye Wolde,New Firm Fixed Price (FFP) contract to perform end-line performance evaluation of the Yekokeb Berhan Highly Vulnerable Children (HVC) activity.,The purpose of this evaluation is to analyze the effectiveness of the activities? systems strengthening approach to improve access to quality services and health outcomes for HVC and their families and to inform the design of a follow-on activity.,Global Health,,"$150,000 - $499,999",N/A,Contract,N/A,2016,2016-09-15,2016-08-01,1-3 months,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ethiopia,Tesfaye Wolde,Strengthening Community Response to HIV and AIDS,"The aim of the activity is to accelerate the ability of host government, civic society organizations and communities to more effectively plan, deliver and optimize community based prevention, care and treatment interventions for PLHIV.",Global Health,,$25M - $49.99M,N/A,Cooperative Agreement,N/A,2016,2016-10-15,2016-08-15,5 years,,,,,,,,,,,,,,
Ethiopia,Tesfaye Wolde,Improved Wellbeing and Health Outcomes for OVC in Ethiopia (IWHO),"This award will be part of the United States Agency for International Development?s (USAID?s) support to strengthening systems to deliver needed services to Highly Vulnerable children and their families in Ethiopia. The current OVC program, Yekokeb Berhan, which is implemented by Pact, in conjunction with FHI, Child Fund, and 34 local implementing partners is a 5-year cooperative agreement and will end on the coming September 30, 2016. Accordingly, a new mechanism as a follow on to this; and it has been designed to extend the OVC service to the needy beneficiaries and to improve health and wellbeing outcomes for orphans and vulnerable children (OVC) in scale up /priority Woredas of Ethiopia by enabling more OVC to utilize services for improving HIV/AIDS care, health, nutrition, economic security, education, protection, and psychosocial well-being. In this procurement, USAID/Ethiopia seeks to procure another five years OVC program to be implemented from October 2016 ? September 2021.",Global Health,,$25M - $49.99M,N/A,Cooperative Agreement,N/A,2017,2017-01-31,2016-09-01,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ethiopia,Tesfaye Wolde,EHIP Water Supply and Management,The EHIP Water Supply and Management activity will provide water supply systems for 11 health centers throughout Ethiopia along with comprehensive management training to ensure that the systems can be properly operated and maintained by the health center staff.,Global Health,,$1M - $3.99M,N/A,Contract,N/A,2017,2017-02-01,2016-09-01,2 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ethiopia,Mariamawit Girma,Accelerate Ethiopian Learning Skills,"This activity will build on USAID/Ethiopia's suite of first generation READ projects, expanding some best practices that the MOE supports while delving into new programming areas identified as critical for the continued development of ""learning to learn"" skills across diverse subjects, languages, and geographic areas.",Education,,$75M - $149.99M,N/A,To Be Determined (TBD),N/A,2017,2017-05-01,2016-09-05,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ethiopia,Tesfaye Wolde,Strengthening the community and Social Services System,"The project will contribute to the national target of reducing new infections by 50%. By the end of the fifth year, the service coverage for most at risk populations (MARPs) shall increase, and GoE workplace responses will be strengthened.",Global Health,,$50M - $74.99M,N/A,Cooperative Agreement,N/A,2017,2017-12-01,2017-08-01,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Ghana,Samuel Nwanokwu,Countering Violent Extremism Piloting Annual Program Statement,The program will aim to counter violent extremism in West Africa by funding activities that develop analytical and technological tools. Three selection rounds planned.,"Democracy, Human Rights, and Governance",,"$500,000 - $999,999",N/A,Cooperative Agreement,N/A,2016,2016-09-08,2016-04-26,1 year,APS-624-16-000004,,,,,,,,,,,,,
Ghana,Nana Derby,Performance Evaluation of the Accountable Democratic Institutions and Systems Strengthening,"The overall objective of the evaluation is to assess the performance of the ADISS activity and the performance of the implementing partner, the Ghana Integrity Initiative (GII) since 2014 against the activity goals, benchmarks, and associated results.","Democracy, Human Rights, and Governance",,"$150,000 - $499,999",,Task Order/Delivery Order (TO/DO),TBD,2017,2017-01-30,2016-10-30,1-3 months,TBD,,,,,,,,,,,,,
Guatemala,Fabiola Loy,Community Roots Project (DG/CARSI),"The Community Roots Project will support efforts by Government of Guatemala (GOG), civil society, private sector and community actors to address the underlying causes of violence and migration in areas that are both a high source of migration of under-aged Guatemalans and characterized by a high level of violence in communities not served by USAID?s Convivimos Project; primarily, in the Department of Guatemala.","Democracy, Human Rights, and Governance",,$25M - $49.99M,N/A,Cooperative Agreement,N/A,2016,2016-12-30,2016-05-12,5 years,RFA-520-16-000003,Combination of Changes,,,,,,,,,,,,
Guatemala,Indyra Gonzalez,Urban Municipal Governance Program,The purpose of this Task Order is to focus on improving municipal governance and service delivery through accountability measures that encourage citizen engagement in municipalities most at risk of violent crime.,"Democracy, Human Rights, and Governance",,$25M - $49.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2016-09-24,2016-06-10,5 years,SOL-520-16-000005,Combination of Changes,,,,,,,,,,,,
Guatemala,Patricia Sigui,Fomenting Agriculture Incomes and Resilience (FAIR) Project. Formerly announced as New Rural Value Chains Project,Fomenting Agriculture Incomes and Resilience (FAIR) Project. Formerly announced as New Rural Value Chains Project.,Agriculture and Food Security,,$25M - $49.99M,N/A,To Be Determined (TBD),TBD,2017,2017-05-31,2016-08-01,5 years,,Combination of Changes,,,,,,,,,,,,
Guatemala,Patricia Sigui,Creating Economic Opportunities,"CEO will also assist Guatemala in fulfilling the vision for development put forth in Nuestra Guatemala K?atun 2032, and in particular component ?3. Wealth for All.? CEO will contribute to the Política Nacional de Desarrollo Rural Integral (PNDRI) by developing rural areas. CEO will support Mejoremos Guate by incorporating youth into the economically active population, creating new formal sector jobs, providing support for entrepreneurs, delivering technical and vocational training, transitioning workers and businesses from the informal to the formal sector, and reducing poverty.",Economic Growth and Trade,,$50M - $74.99M,N/A,Contract,N/A,2017,2017-02-14,2016-08-08,5 years,,Combination of Changes,,,,,,,,,,,,
Guatemala,Indyra Gonzalez,National Institution Building for Accountable Governance,"Provide technical assistance and capacity building to increase the effectiveness of public administration and financial management systems and processes within key GOG institutions; improve the capacity of public institutions to responsively, equitably, and effectively fulfill their mandate; and increase civil society participation, advocacy, and oversight in government decision making.","Democracy, Human Rights, and Governance",,$50M - $74.99M,N/A,Contract,N/A,2017,2017-06-15,2016-10-01,5 years,,Combination of Changes,,,,,,,,,,,,
Guatemala,Patricia Sigui,"Protecting Endangered Flora and Fauna in Guatemala. Formerly announced as ""Combating Wildlife Trafficking""","Protecting Endangered Flora and Fauna in Guatemala. Formerly announced as ""Combating Wildlife Trafficking""",Environment and Global Climate Change,,$10M - $24.99M,N/A,To Be Determined (TBD),TBD,2017,2017-07-28,2016-10-14,5 years,,Combination of Changes,,,,,,,,,,,,
Guatemala,Telma Paz,Harnessing Emerging Political Leadership for an Accountable Guatemala (formerly listed as Emerging Political Leadership for a Secure Guatemala (DG/CARSI)),"The Harnessing Emerging Political Leadership for a Secure and Accountable Guatemala Project will be designed to incorporate youth from at-risk, high violence, urban marginalized communities that lack opportunities and youth who have been inspired by the political crisis to take a more active political role, with the goal of developing an inclusive, representative next generation of civil society and political leaders.","Democracy, Human Rights, and Governance",,$25M - $49.99M,N/A,Cooperative Agreement,N/A,2017,2017-05-17,2016-11-08,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Guatemala,Fabiola Loy,Monitoring and Evaluation Program,"Monitoring and Evaluation Program will provide continued performance monitoring, verification, and impact evaluation of program results of USAID Guatemala projects.",Management,,$10M - $24.99M,N/A,Contract,Total set-aside,2016,2017-09-30,2016-11-15,5 years,,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Guatemala,Indyra Gonzalez,Community Engagement for Conflict Transformation Project,Community Engagement for Conflict Transformation Project (DG/CARSI&DV),"Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,To Be Determined (TBD),N/A,2017,2017-10-16,2017-01-31,5 years,,Combination of Changes,,,,,,,,,,,,
Haiti,Yena Bernard,Room to Learn (recompete under the ABE ACCESS IDIQ),Room to Learn (recompete under the ABE ACCESS IDIQ) The purpose of the ?Retounen Lekòl? (Return to School in Haitian Creole: RtL) activity is to support the Haitian Ministry of National Education and Vocational Training (Ministère de l?Education Nationale et de la Formation Professionnelle: MENFP) to increase safe and equitable access to quality education for out-of-school and over-aged children and youth aged 10-18 through the provision of an Alternative Education Program (AEP). RtL is a five year activity that will advance USAID?s global Room to Learn initiative under the USAID Education Strategy Goal 3 ? increased equitable access to education in crisis and conflict environments for 15 million learners.,Education,,$10M - $24.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2016-08-15,2016-03-18,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Haiti,Yena Bernard,Midterm Performance Eval North-Pilot Project for Sustainable Electricity Distribution (PPSELD),Midterm Performance Eval North-Pilot Project for Sustainable Electricity Distribution (PPSELD) Solicited under Eval IQC,Economic Growth and Trade,,"$150,000 - $499,999",,Task Order/Delivery Order (TO/DO),N/A,2016,2016-08-17,2016-05-20,,,Cancellation,,,,,,,,,,,,
Haiti,Jean Desrosiers,Port Civil Works,To obtain design and construction services for the rehabilitation of Cap Haitien Port (CHP) in Haiti.,Economic Growth and Trade,,$25M - $49.99M,N/A,Contract,N/A,2017,2017-01-31,2016-08-01,3 years,SOl-521-16-000018,,,,,,,,,,,,,
Honduras,Fernando Zelaya,Reading Improvement for Development,Award title changed from Basic Reading & Education Activity (BREA) to Reading Improvement for Development. Education content-­based violence prevention activity. Anticipated as full and open. Subject to CRB review. Procurement plan subject to change.,Education,541990,$25M - $49.99M,N/A,Contract,N/A,2017,2017-04-10,2016-08-31,5 years,TBD,,,,,,,,,,,,,
Honduras,Marielos Reyes,School-Based Violence Prevention Activity,"School-Based Violence Prevention Activity. [Add more description]. Anticipated Award Date is 12/31/2016 based on when Mission desires award online. Actual anticipated award date will be determined and updated based on an approved Milestone plan to be developed, reviewed and agreed upon between the requiring office and OAA Honduras.",Education,541990,$10M - $24.99M,N/A,To Be Determined (TBD),TBD,2017,2016-12-31,2016-08-31,4 years,,Combination of Changes,,,,,,,,,,,,
Honduras,TBD,PFMPA Activity,Public Financial Management & Public Accountability Activity,"Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Contract,TBD,2017,2016-12-31,2016-09-30,5 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Honduras,Blanca Nunez,Community and Municipal Development for Citizen Security,"Community and municipal development for citizen security; in support of DO1 ?Citizen security increased for vulnerable populations in urban, high-crime areas.?","Democracy, Human Rights, and Governance",541990,$10M - $24.99M,N/A,To Be Determined (TBD),TBD,2017,2016-12-31,2016-12-15,5 years,TBD,Combination of Changes,,,,,,,,,,,,
India,TBD,INDIA PARTNERSHIPS PROGRAM APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Gender Equality and Women's Empowerment,,$1M - $3.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-31,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
India,Charushila Lal,India Partnerships Program APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Water and Sanitation,,$1M - $3.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-31,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
India,Charushila Lal,India Partnerships Program APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Education,,$1M - $3.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-31,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
India,TBD,INDIA PARTNERSHIPS PROGRAM APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Global Health,,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-31,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
India,Vandana S. Vats,INDIA PARTNERSHIPS PROGRAM APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Environment and Global Climate Change,,$4M - $9.99M,N/A,Cooperative Agreement,N/A,2017,2017-03-31,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
India,Sumit Dutta,INDIA PARTNERSHIPS PROGRAM APS 2.0,"This Annual Program Statement (APS) 2.0 for the India Partnerships Program (IPP) is USAID/India?s invitation to potential Resource Partners. These are private sector businesses (particularly Indian private businesses), foundations, financial institutions, entrepreneurs, investors, philanthropists, and others that can identify and suggest ways to utilize their financial resources to collaborate with USAID/India. This invitation is equally extended to potential public sector partners (e.g., the Government of India, public companies, as well as other bilateral and multilateral donors). The APS is also USAID/India?s invitation to prospective Implementing Partners (e.g., NGOs, private sector concerns, and others) who can engage and work with Resource Partners. USAID/India encourages Indian implementing organizations (for-profit and not-for-profit non-governmental organizations) and non-traditional Indian development partners, to reach out to Resource Partners, Indian or otherwise, and explore ways in which collaboration with USAID/India might help advance shared development goals.",Agriculture and Food Security,,$1M - $3.99M,N/A,Cooperative Agreement,N/A,2017,2017-09-29,2016-03-31,5 years,APS-386-16-000001,,,,,,,,,,,,,
Indonesia,Yulian Christanti,BUKA,BUKA (Bukti Untuk Kebijakan dan Advokasi or Evidence for Policy and Advocacy),Education,541990,$10M - $24.99M,N/A,To Be Determined (TBD),N/A,2016,2017-03-15,2016-09-15,4 years,,Combination of Changes,,,,,,,,,,,,
Indonesia,Yulian Christanti/Johanna Gardjito,Maternal and Neonatal Health,MNH Program is to reduce maternal and newborn mortality by providing catalytic support to improve essential maternal and newborn services targeting the poorest and most vulnerable.,Global Health,541990,$50M - $74.99M,N/A,Contract,N/A,2017,2017-06-15,2016-10-17,5 years,,Combination of Changes,,,,,,,,,,,,
Iraq,TBD,Iraq Governance and Performance Accountability Project,"Activities will advance effective, accountable, and transparent governance in Iraq. The effort will work with the Government of Iraq (GOI) at all levels to better respond to citizen needs by supporting reform initiatives and Iraqi change agents on inclusive governance and public sector transparency, accountability and economy. ?Reform initiatives? includes support to improve service delivery functions, public financial management, and open government initiatives, the pace of which will be dictated by the GOI. This activity will support the GOI and the citizens of Iraq in forming partnerships and collaborative efforts, particularly in light of the ongoing fiscal and security crises, to jointly solve problems. This activity will be infused with the principles of equity, representation, and participation. These principles are required to support efficient, effective, and inclusive governance aimed improving the lives of Iraq?s citizens and advancing political accommodation through the function of service delivery and the transparent, accountable stewardship of public funds.","Democracy, Human Rights, and Governance",,$150M - $299.99M,N/A,Contract,N/A,2016,2017-02-28,2016-07-12,5 years,SOL-267-16-000005,Combination of Changes,,,,,,,,,,,,
Jordan,,WRE- Water Innovation Technologies,"In alignment with Jordan?s Response Plan, this cooperative agreement will focus on innovative water saving technologies for host-communities and will target both Jordanians and Syrians. This includes the ability to access finance, receive vocational training and establish aqua/hydroponic production, as well as implement water conservation activities. There will be a significant focus on alternative livelihoods in the northern region of Jordan, specifically in areas highly impacted by Syrian refugees.",Water and Sanitation,,$25M - $49.99M,N/A,Cooperative Agreement,N/A,2017,2016-11-29,2016-08-01,5 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Jordan,,EDY - Youth Power,"Work with youth to strengthen local-level assets, sources of support, and programs, and engage youth in developing new activities that meet their needs.",Education,,$10M - $24.99M,,Task Order/Delivery Order (TO/DO),N/A,2017,2016-12-30,2016-08-31,5 years,,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Kenya,Winnie Hinga,OVC,"Anticipate 2 awards: These awards are to support orphans and vulnerable children (OVC) in counties across the former Nyanza, Western, Rift Valley, Central, Eastern and North Eastern Provinces of Kenya.",Global Health,,$75M - $149.99M,N/A,Cooperative Agreement,N/A,2017,2016-10-26,2016-08-22,5 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Kenya,Jennifer Kiiru/Stephen Wachira,HIV Service Delivery Support Activity (HSDSA),"HIV Service Delivery Support Activity (HSDSA) Clinical Services 1, 2, 3, 4 and 5. The primary focus of HSDSA is to identify, link, treat, and retain HIV positive Kenyans within the existing service delivery platform (sites) across focus counties. HSDSA will integrate services previously operationalized by other providers such as hiring and training of human resource for health professionals, and facility-based commodity quantification, ordering, stocking, issuing and resupply/reporting.",Global Health,541990,$300M - $499.99M,N/A,Contract,Partial set-aside,2017,2017-04-01,2016-09-01,5 years,,Combination of Changes,,,,,,,,,,,,
Kenya,Jayne Olando,Kenya Investment Mechanism,"The purpose of the project is to promote private sector growth for development gains. In simplified terms, the effort looks to identify small business (and larger when applicable) and entrepreneurs, and mobilize all forms of capital with technical assistance and transaction advisory services--both by itself and in partnership with other USAID programming--to seed enterprise growth at scale.",Agriculture and Food Security,,$50M - $74.99M,N/A,To Be Determined (TBD),N/A,2016,2016-12-30,2016-09-01,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Kosovo,Dukagjin Hasani,"Transparent, Effective and Accountable Municipalities (TEAM)","(TEAM) activity is to address corruption at the municipal level by increasing the transparency and effectiveness of municipal procurement systems and will focus on the following three program components: 1. Develop, refine and roll out models for transparent and accountable municipalities; 2. Engage the central level in addressing municipal corruption within the procurement process; and 3. Enable civil society to track and expose corruption.","Democracy, Human Rights, and Governance",541990,$10M - $24.99M,N/A,Contract,N/A,2017,2017-01-31,2016-07-29,5 years,TBD,Change in Anticipated Solicitation Date,,,,,,,,,,,,
Kosovo,Urime Abdyli,program support - regional IDIQ,IDIQ - Regional program Support,Management,,$10M - $24.99M,N/A,Indefinite Delivery Indefinite Quantity Contract (IDIQ),N/A,2017,2017-10-30,2016-10-30,5 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Kosovo,Florentin Emini,Municipal Competetivenes Index,TBD,Economic Growth and Trade,,"$500,000 - $999,999",,To Be Determined (TBD),N/A,2017,2017-06-15,2017-01-15,,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Kyrgyz Republic,Natalya Virt,Executive Good Governance: Institutional Performance Improvement & Service Delivery Project for USAID Kyrgyz Republic,Executive Good Governance: Institutional Performance Improvement & Service Delivery Project for USAID Kyrgyz Republic. The goal of the project is to increase the capacity of key state bodies to govern well.,"Democracy, Human Rights, and Governance",,$10M - $24.99M,,Contract,N/A,2017,2017-07-02,2016-11-15,5 years,TBD,,,,,,,,,,,,,
Kyrgyz Republic,Aliya Baioralova,Enterprise Development Program,Enterprise Development Program: increasing sales and creating jobs.,Economic Growth and Trade,541990,$10M - $24.99M,,Contract,N/A,2017,2017-06-17,2016-12-01,5 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Liberia,Mary Mwadime,Let Girls Learn Liberia Challenge,"Depending on the nature of Expressions of Interest received in response to the BAA, it is hoped that any activity(ies) that result will promote interventions and basic literacy skills to increase Liberian adolescent (ages 10 ? 19) girls? access to education in a new and innovative fashion.",Education,,$4M - $9.99M,,Broad Agency Announcement (BAA),N/A,2016,2016-08-01,2016-06-27,3 years,TBD,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Liberia,Thomatta C. Cooper,Local Construction Works IDIQ Contract (in Liberia),Local Construction Works Indefinite Delivery Indefinite Quantity (IDIQ) Contract. This procurement is being limited to local Liberian Constrction Firms,Economic Growth and Trade,237310,$4M - $9.99M,N/A,Indefinite Delivery Indefinite Quantity Contract (IDIQ),N/A,2016,2016-10-15,2016-07-01,5 years,SOL-669-16-000006,Combination of Changes,,,,,,,,,,,,
Liberia,Edward Lamin,Accelerated Quality Education for Liberia Children (AQE),RFTOP for increased access to education for out-of-school children age 8 to 15 in target counties. Expected to be released under ABE ACCESS IDIQ,Education,,$25M - $49.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2016-10-31,2016-07-18,5 years,TBD,Combination of Changes,,,,,,,,,,,,
Liberia,Edward Lamin,READ Liberia!,Read Liberia! is a 5 year activity designed to to improve early grade reading skills for Liberian students in grades one and two in the target countie,Education,,$10M - $24.99M,N/A,Contract,N/A,2017,2017-04-01,2016-09-01,5 years,TBD,Combination of Changes,,,,,,,,,,,,
Madagascar,Sandy Solofonirina,Qualitative assessment of the OMS results.,Qualitative assessment of the OMS results.,Global Health,541990,"$150,000 - $499,999",N/A,Contract,Total set-aside,2016,2016-10-30,2016-07-30,1 year,,,,,,,,,,,,,,
Malawi,Craig Riegler,Yesani Ophunzira Assess the Learners (YESA) Activity,"Multi-level monitoring and evaluation (M&E) activity that will build capacity for monitoring and evaluation of early grade reading at national, school and community levels.",Education,,$10M - $24.99M,N/A,Task Order/Delivery Order (TO/DO),TBD,2017,2016-12-02,2016-07-29,4 years,TBD,Combination of Changes,,,,,,,,,,,,
Malawi,Craig Riegler,ASPIRE Mid-term Performance Evaluation,The activity will evaluate performance of the Girls Empowerment through Education and Health (ASPIRE) activity,Education,,"$150,000 - $499,999",N/A,Task Order/Delivery Order (TO/DO),TBD,2017,2016-12-16,2016-08-16,4-6 months,TBD,Combination of Changes,,,,,,,,,,,,
Mali,Cheick O. Coulibaly,Civic Engagement Program,"USAID/Mali anticipates awarding a $12 million 5-year Agreement to strengthen citizens? role in the improvement of government accountability. This goal will be achieved by 1) strengthening mechanisms of bottom-up social accountability, 2) strengthening CSO partnerships with the government and private sector to develop public policy and advance issues of common interest, and 3) strengthen citizens? understanding of their rights and responsibilities, and feelings of empowerment to engage with government actors. A primary measure of the success of these activities will be the extent to which they contribute to measurably more responsive and accountable service delivery at the sub-national level.","Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Cooperative Agreement,N/A,2016,2016-08-01,2015-11-18,5 years,RFA-688-16-000003,Change in Award Date,,,,,,,,,,,,
Mexico,Beatriz Chinchilla,Civil Society Activity (CSA) - Umbrella,"The USAID/Mexico Civil Society Activity (CSA) will assist the Mission in addressing partner organizations? performance gaps that impede the effective implementation of civil society (CSO) activities, to increase the sustainability of their local initiatives through the development of strategic alliances, and to assist CSOs in carrying out activities related to the USAID/Mexico's development objectives. This will be issued as a Task Order under the Human and Institutional Capacity Development Program (HICDpro) IQC.","Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2016-09-30,2016-07-06,4 years,SOL-523-16-000009,Change in Award Title,,,,,,,,,,,,
Mexico,Maritza Sarmiento,Community Justice Sector Assessment,Assessment of the Community Justice Sector. This will be a task order under the Rule of Law IQC.,"Democracy, Human Rights, and Governance",,"$0 - $149,999",N/A,Task Order/Delivery Order (TO/DO),Total set-aside,2016,2016-09-30,2016-07-06,5 years,SOL-523-16-000008,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Mexico,Maritza Sarmiento,Technical Assistance in Transparency and Anti-Corruption Laws/Systems.,"To provide technical assistance to the Government of Mexico in the area of transparency, anti-corruption as related to laws and systems under the Rule of Law IQC.","Democracy, Human Rights, and Governance",,$1M - $3.99M,N/A,Task Order/Delivery Order (TO/DO),N/A,2016,2016-09-30,2016-07-07,3 years,SOL-523-16-000007,,,,,,,,,,,,,
Mexico,Maritza Sarmiento,Comunidades y Energias Renovables (CER),"The purpose of this activity is to support and stimulate one of the local civil society organizations in Mexico to work with stakeholders, specifically focusing on local communities, but also working with government, private sector, and academia, to mitigate any potential conflict and empower local communities so they can enhance their social benefits from renewable energy projects.",Environment and Global Climate Change,,$1M - $3.99M,N/A,Cooperative Agreement,N/A,2017,2016-12-15,2016-08-08,3 years,,New Opportunity Not Previously Forecasted,,,,,,,,,,,,
Moldova,TBD,High Value Agriculture Activity,"This activity will target market diversification for a sub-set of most competitive high?value agricultural products, with significant efforts oriented towards tapping into the EU and Middle East market.",Economic Growth and Trade,,$10M - $24.99M,N/A,Contract,N/A,2016,2016-09-30,2016-03-30,5 years,SOL-117-16-000001,,,,,,,,,,,,,
Moldova,TBD,Moldova Structural Reform (SR) Program,"The activity will focus on aspects of Deep and Comprehensive Free Trade Agreement (DCFTA) implementation where discussions with our EU and European bilateral partners has shown that USAID has comparative advantages, such as trade deregulation and strategic communications on reforms, as well as other further improvements to the business regulatory environment.",Economic Growth and Trade,,$10M - $24.99M,N/A,Contract,N/A,2017,2016-10-31,2016-07-22,5 years,,,,,,,,,,,,,,
Moldova,TBD,"Media Enabling Democracy, Inclusion and Accountability in Moldova (MEDIA-M) Activity","MEDIA-M is an activity that aims to promote the development of an independent, professional media that gives citizens access to a variety of perspectives, and to create a media sector that is more resilient to political and financial pressures.","Democracy, Human Rights, and Governance",,$4M - $9.99M,N/A,Cooperative Agreement,N/A,2016,2016-09-30,2016-07-29,5 years,,,,,,,,,,,,,,
Moldova,TBD,Rule of Law Activity (ROLA),"The Rule of law follow on activity will develop the capacity of institutions involved in the administration of courts and the Prosecutor General?s Office, another area highlighted under the AA. This assistance will help to improve Moldova's compliance with European standards and its ability to fight corruption. Activities also will directly combat corruption by engaging civil society, investigative media, and active citizens to monitor the court systems to provide public oversight of the reform efforts. The action type is Task Order under IQC (Rule of Law (ROL) IQC).","Democracy, Human Rights, and Governance",,$10M - $24.99M,N/A,Task Order/Delivery Order (TO/DO),TBD,2016,2016-09-30,2016-08-01,5 years,,,,,,,,,,,,,,
